dev,gini,worstcal,alpha,nnz,ncol
0.5825278599035058,0.31525102363217544,0.1313914200020727,0.0001,204,492
0.590312908852309,0.30773757670331575,0.1088745412648936,0.0001,205,492
0.5885920516710502,0.3034518433025988,0.10502200962918529,0.0001,211,492
0.5866192137826162,0.3067478658520977,0.12315203321357016,0.0001,215,492
0.5804571684742307,0.3302239507276011,0.10718614425394102,0.0001,203,492
